Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity
Hexythiazox,EFSA,2010,1240,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,3.2,mg/kg bw/day,clinical chemistry,systemic
Hydrogen cyanide,EFSA CONTAM,2007,99,Animal (target species) health,acute toxicity,Horse,oral: unspecified,,dose level,=,0.4,mg/kg bw/day,no adverse effect observed,
Hydrogen cyanide,EFSA CONTAM,2007,99,Animal (target species) health,chronic/long term toxicity,Goat,oral: unspecified,150,dose level,=,0.6,mg/kg bw/day,no adverse effect observed,
Hydrogen cyanide,EFSA CONTAM,2007,99,Animal (target species) health,subchronic,Pig,oral: feed,56,dose level,=,2.9,mg/kg bw/day,no adverse effect observed,
Hydrogen peroxide,EFSA CEF,2013,2206,Human health,subchronic,Mouse,oral: drinking water,90,NOAEL,=,100,mg/kg,food consumption,systemic
Hydrogen sulfide,EFSA CEF,2010,2042,Human health,subchronic,Rat,Not reported,90,NOEL,=,6.5,mg/kg bw/day,not reported,not reported
Hydrogenated poly-1-decene,EFSA FAF,2020,3499,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,4160,mg/kg bw/day,no adverse effect observed at single/highest dose,
Hydroxy analogue of selenomethionine,EFSA FEEDAP,2013,2175,Animal (target species) health,subchronic,Chicken,oral: feed,35,dose level,=,5,mg/kg,no adverse effect observed,
Hydroxy analogue of selenomethionine,EFSA FEEDAP,2013,2175,Animal (target species) health,subchronic,Chicken,oral: feed,42,dose level,=,5,mg/kg,no adverse effect observed,
Hydroxy analogue of selenomethionine,EFSA FEEDAP,2013,2175,Animal (target species) health,subchronic,Pig,oral: feed,42,dose level,=,5,mg/kg,no adverse effect observed,
Hydroxy analogue of selenomethionine,EFSA FEEDAP,2013,2175,Animal (target species) health,subchronic,Turkey,oral: feed,42,dose level,=,5,mg/kg,no adverse effect observed,
Hydroxy-quizalofop,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
Hydroxy-quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,100,mg/L,mobility,
Hydroxy-quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,100,mg/L,biomass,
Hydroxy-quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,100,mg/L,mortality,
Hydroxy-terbuthylazine,EFSA,2011,1279,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,0.4,mg/kg bw/day,body weight,systemic
Hydroxy-terbuthylazine,EFSA,2011,1279,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,0.35,mg/kg bw/day,body weight,systemic
Hydroxy-terbuthylazine,EFSA,2011,1279,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,0.8,mg/kg bw/day,clinical signs,systemic
Hydroxy-terbuthylazine,EFSA,2019,3297,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,0.4,mg/kg bw/day,body weight,systemic
Hydroxy-terbuthylazine,EFSA,2019,3297,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,0.35,mg/kg bw/day,body weight,systemic
Hydroxy-terbuthylazine,EFSA,2019,3297,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,0.8,mg/kg bw/day,clinical signs,systemic
Hydroxytyrosol,EFSA NDA,2017,2930,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,50,mg/kg bw/day,body weight,systemic
Hydroxytyrosol,EFSA NDA,2017,2930,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,250,mg/kg bw/day,body weight,systemic
Hymexazol,EFSA,2010,1220,Animal (non-target species) health,acute toxicity,Japanese quail,oral: unspecified,,LD50,>,1085,mg/kg bw,mortality,systemic
Hymexazol,EFSA,2010,1220,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1390,mg/kg bw,mortality,systemic
Hymexazol,EFSA,2010,1220,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,86.5,mg/kg bw/day,reproduction,reproductive
Hymexazol,EFSA,2010,1220,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOEL,=,37,mg/kg bw/day,reproduction,reproductive
Hymexazol,EFSA,2010,1220,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,1473,mg/kg bw/day,mortality,systemic
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,100,µg/piece,mortality,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,281.9,mg/kg,mortality,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),acute toxicity,Typhlodromus pyri,Not reported,7,LR50,=,1107,g/ha,mortality,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),chronic/long term toxicity,Typhlodromus pyri,Not reported,14,NOEC,=,400,g/ha,reproduction,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),not reported,Rapeseed (oilseed rape),Not reported,,ER50,=,131000,g/ha,other,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),not reported,Rapeseed (oilseed rape),Not reported,,ER50,=,450000,g/ha,seedling emergence,
Hymexazol,EFSA,2010,1220,Ecotox (soil compartment),not reported,Tomato,Not reported,,ER50,=,103000,g/ha,other,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,28,mg/L,mortality,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,32,mg/L,biomass,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,100,mg/L,mortality,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,3,EC50,=,32,mg/L,biomass,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,14,IC50,=,9.4,mg/L,frond number,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.8,mg/L,reproduction,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,EC50,>,1.6,mg/L,not reported,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,1.6,mg/L,development,
Hymexazol,EFSA,2010,1220,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,>,100,mg/L,body weight,
Hymexazol,EFSA,2010,1220,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,17,mg/kg bw/day,body weight,systemic
Hymexazol,EFSA,2010,1220,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,50,mg/kg bw/day,development,teratogenic
IN-QDK50 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,=,320,mg/kg,mortality,
IN-QDK50 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,EC10,=,3.6,mg/kg,mortality,
IN-QDK50 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,10,mg/L,mortality,
IN-QDK50 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Fathead minnow,Not reported,4,LC50,>,10,mg/L,mortality,
IN-QDK50 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,10,mg/L,growth,
IN-QDY62 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,>,500,mg/kg,mortality,
IN-QDY62 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,EC10,=,13.8,mg/kg,mortality,
IN-QDY62 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,10,mg/L,mortality,
IN-QDY62 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Fathead minnow,Not reported,4,LC50,>,10,mg/L,mortality,
IN-QDY62 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,10,mg/L,biomass,
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,387,mg/kg bw,mortality,systemic
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Animal (non-target species) health,subchronic,Rat,oral: unspecified,90,NOAEL,=,4.8,mg/kg bw/day,not reported,not reported
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,=,160,mg/kg,mortality,
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (soil compartment),chronic/long term toxicity,Hypoaspis aculeifer,Not reported,,EC10,=,18.3,mg/kg,mortality,
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,10,mg/L,mortality,
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Fathead minnow,Not reported,4,LC50,>,10,mg/L,mortality,
IN-QDY63 (Picoxystrobin metabolite),EFSA,2016,2842,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,10,mg/L,biomass,
IN-SXS67 (Oxathiapiprolin metabolite),EFSA,2016,2828,Human health,short-term toxicity,Rat,oral: feed,28,NOAEL,=,1157,mg/kg bw/day,no adverse effect observed at single/highest dose,
Ice Structuring Protein type III HPLC 12,"EFSA NDA, EFSA GMO",2008,33,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,580,mg/kg bw/day,no adverse effect observed at single/highest dose,
Imazalil,EFSA,2010,1208,Animal (non-target species) health,acute toxicity,Bird,oral: unspecified,,LD50,=,510,mg/kg bw/day,mortality,systemic
Imazalil,EFSA,2010,1208,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,227,mg/kg bw/day,mortality,systemic
Imazalil,EFSA,2010,1208,Animal (non-target species) health,chronic/long term toxicity,Bird,Not reported,,NOEC,=,24,mg/kg bw/day,not reported,not reported
Imazalil,EFSA,2010,1208,Animal (non-target species) health,reproduction toxicity,Rabbit,Not reported,,NOEL,=,20,mg/kg bw/day,reproduction,reproductive
Imazalil,EFSA,2010,1208,Animal (non-target species) health,short-term toxicity,Bird,oral: feed,,LC50,>,516,mg/kg bw/day,mortality,systemic
Imazalil,EFSA,2010,1208,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,35.1,µg/piece,mortality,
Imazalil,EFSA,2010,1208,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,541,mg/kg,mortality,
Imazalil,EFSA,2010,1208,Ecotox (soil compartment),chronic/long term toxicity,Hypoaspis aculeifer,Not reported,14,NOEC,=,106.6,mg/kg,not reported,
Imazalil,EFSA,2010,1208,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,3.5,mg/L,mortality,
Imazalil,EFSA,2010,1208,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.87,mg/L,biomass,
Imazalil,EFSA,2010,1208,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,1.48,mg/L,mortality,
Imazalil,EFSA,2010,1208,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,17,NOEC,=,0.1814,mg/L,not reported,
Imazalil,EFSA,2010,1208,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,2.5,mg/kg bw/day,clinical chemistry,hepatotoxicity
Imazalil,EFSA,2010,1208,Human health,chronic/long term toxicity,Rat,oral: unspecified,180,NOAEL,=,5,mg/kg bw/day,clinical chemistry,hepatotoxicity
Imazalil,EFSA,2010,1208,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,5,mg/kg bw/day,development,developmental
Imazalil,EFSA PPR,2007,778,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,5,mg/kg bw/day,histopathology non neoplastic,teratogenic
Imazalil,EFSA PPR,2007,778,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,10,mg/kg bw/day,food consumption,reproductive
Imazamox,EFSA,2016,2790,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,3485.2,mg/kg bw/day,mortality,systemic
Imazamox,EFSA,2016,2790,Animal (non-target species) health,acute toxicity,Mouse,Not reported,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Imazamox,EFSA,2016,2790,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Imazamox,EFSA,2016,2790,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOAEL,=,209.4,mg/kg bw/day,not reported,reproductive
Imazamox,EFSA,2016,2790,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LD50,>,1934,mg/kg bw/day,mortality,systemic
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,58,µg/piece,mortality,
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,>,40,µg/piece,mortality,
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,NOEC,=,3.36,mg/kg,mortality,
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,=,5.85,mg/kg,growth,
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),not reported,Aphidius rhopalosiphi,Not reported,,ER50,>,1250,ml/ha,reproduction,
Imazamox,EFSA,2016,2790,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,,LR50,=,1340,ml/ha,mortality,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,100,mg/L,mobility,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,7.5,mg/L,other,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),acute toxicity,Sheepshead minnow,Not reported,4,LC50,>,97,mg/L,mortality,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,137,mg/L,mortality,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),chronic/long term toxicity,Sheepshead minnow,Not reported,35,NOEC,=,1.22,mg/L,other,
Imazamox,EFSA,2016,2790,Ecotox (water compartment),not reported,Aquatic plants group,Not reported,,EC50,=,0.022,mg/L,other,
Imazamox,EFSA,2016,2790,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,300,mg/kg bw/day,development,teratogenic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2150,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Japanese quail,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2150,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Mouse,oral: unspecified,,LD50,=,1752,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Mouse,oral: unspecified,,LD50,=,1790,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,16.6,mg/kg bw/day,not reported,not reported
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,250,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,601,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,1166,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,969,mg/kg bw/day,mortality,systemic
Imazaquin,EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,100,µg/piece,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,>,6.5,µg/piece,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,23.5,mg/kg,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,0.0275,mg/kg,not reported,
Imazaquin,EFSA,2011,1278,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,,LR50,>,4,g/ha,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),acute toxicity,Anabaena flosaquae,Not reported,4,EC50,=,18.5,mg/L,biomass,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,100,mg/L,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,100,mg/L,mortality,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,14,EC50,=,0.031,mg/L,frond number,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,100,mg/L,reproduction,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,228,mg/kg,other,
Imazaquin,EFSA,2011,1278,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,=,51.2,mg/L,growth,
Imazaquin,EFSA,2011,1278,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,25,mg/kg bw/day,clinical signs,systemic
Imazaquin formulation (METEOR),EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,1104,mg/kg bw/day,mortality,systemic
Imazaquin formulation (METEOR),EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1467,mg/kg bw/day,mortality,systemic
Imazaquin formulation (METEOR),EFSA,2011,1278,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1493,mg/kg bw/day,mortality,systemic
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,252,µg/piece,mortality,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,>,290,µg/piece,mortality,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,28,NOEC,=,1000,mg/kg,not reported,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,25000,ml/ha,not reported,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),not reported,Aphidius rhopalosiphi,Not reported,,LR50,=,613,ml/ha,mortality,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),not reported,Onion,Not reported,,ER50,>,1700,ml/ha,seedling emergence,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),not reported,Sugar beet,Not reported,,ER50,>,1800,ml/ha,other,
Imazaquin formulation (METEOR),EFSA,2011,1278,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,,LR50,>,100,ml/ha,mortality,
Imazosulfuron,EFSA,2017,2927,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
