Substance,Author,Year,OutputID,Genotoxicity
"Deca-2,4-dien-1-ol",EFSA CEF,2009,2290,Ambiguous
"Deca-2,4-dien-1-ol",EFSA CEF,2014,2484,Ambiguous
"Deca-2,4-dien-1-ol",EFSA CEF,2018,3045,Negative
"Deca-2,4-dien-1-ol",EFSA FAF,2019,3258,Negative
Decabromobiphenyl ether,EFSA CONTAM,2011,81,Positive
Decamethylcyclopentasiloxane,EFSA CEF,2011,454,Negative
Decan-2-one,EFSA AFC,2005,2060,Negative
Decan-2-one,EFSA AFC,2008,2255,Negative
Decan-2-one,EFSA CEF,2009,2006,Negative
Decan-2-one,EFSA CEF,2010,2069,Negative
Decan-2-one,EFSA CEF,2012,2143,Negative
Decan-2-one,EFSA CEF,2017,2914,Negative
Decan-2-one,EFSA FEEDAP,2015,2700,Not determined
Decan-3-one,EFSA AFC,2008,2250,Negative
Decan-3-one,EFSA CEF,2012,2144,Not determined
Decan-3-one,EFSA CEF,2013,2219,Not determined
Decan-3-one,EFSA CEF,2017,2903,Negative
"Decano-1,4-lactone",EFSA FEEDAP,2012,616,No data
"Decano-1,5-lactone",EFSA FEEDAP,2012,616,No data
Decarbamoylgonyautoxin-2,EFSA CONTAM,2009,128,No data
Decarbamoylgonyautoxin-3,EFSA CONTAM,2009,128,No data
Decarbamoylneosaxitoxin,EFSA CONTAM,2009,128,Negative
Decarbamoylsaxitoxin,EFSA CONTAM,2009,128,No data
Decoquinate,EFSA CONTAM,2008,94,Negative
Decoquinate,EFSA FEEDAP,2004,270,Negative
Decoquinate,EFSA FEEDAP,2019,3138,Negative
Decyl 3-methylbutyrate,EFSA AFC,2008,2241,Not determined
Decyl 3-methylbutyrate,EFSA CEF,2010,2067,Not determined
Delta9-Tetrahydrocannabinol,EFSA CONTAM,2015,2664,Negative
Delta9-Tetrahydrocannabinol,EFSA FEEDAP,2011,284,Ambiguous
Deltamethrin,EFSA PPR,2009,764,No data
Denathonium benzoate,EFSA,2012,1301,Negative
Denathonium benzoate formulation (ARBINOL B),EFSA,2012,1301,No data
Deoxynivalenol,EFSA CONTAM,2004,52,Negative
Deoxynivalenol,EFSA CONTAM,2017,2991,Not determined
"Deoxynivalenol, 3-Acetyldeoxynivalenol, 15-Acetyldeoxynivalenol and Deoxynivalenol-3-O-glucoside group",EFSA CONTAM,2017,2991,Not applicable
Desamino asulam,EFSA,2018,3106,No data
Desethyl-hydroxy-terbuthylazine,EFSA,2011,1279,Negative
Desethyl-hydroxy-terbuthylazine,EFSA,2019,3297,Negative
Desethyl-terbuthylazine,EFSA,2011,1279,Negative
Desethyl-terbuthylazine,EFSA,2019,3297,Negative
Desmedipham,EFSA,2018,3028,Negative
Desmethyl-metobromuron,EFSA,2014,2439,Negative
Di(2-ethylhexyl)adipate,EFSA AFC,2005,359,No data
Di(2-methylbutyl) malate,EFSA AFC,2005,2122,Negative
Di(2-methylbutyl) malate,EFSA AFC,2009,2306,Negative
Di(2-methylbutyl) malate,EFSA CEF,2011,2100,Not determined
Di(2-methylbutyl) malate,EFSA CEF,2012,2125,Not determined
Di-(1-propenyl)-sulfid (mixture),EFSA CEF,2010,2007,Not determined
Di-(1-propenyl)-sulfid (mixture),EFSA CEF,2010,2056,Not determined
Di-(1-propenyl)-sulfid (mixture),EFSA CEF,2011,2082,Not determined
Di-(1-propenyl)-sulfid (mixture),EFSA CEF,2012,2117,Not determined
Di-(1-propenyl)-sulfid (mixture),EFSA CEF,2012,2141,Not determined
Di-Butylphthalate,EFSA AFC,2005,353,Negative
Di-dodecyltin-dichloride,EFSA AFC,2005,345,Negative
Di-isodecylphthalate,EFSA AFC,2005,350,Negative
Di-isononylphthalate,EFSA AFC,2005,351,Negative
Di-isopentyl succinate,EFSA AFC,2005,2122,Negative
Di-isopentyl succinate,EFSA AFC,2009,2306,Negative
Di-isopentyl succinate,EFSA CEF,2011,2100,Not determined
Di-isopentyl succinate,EFSA CEF,2012,2125,Not determined
Di-isopentyl thiomalate,EFSA CEF,2010,2042,Not determined
Di-isopentyl thiomalate,EFSA CEF,2011,2121,Not determined
Di-isopentyl thiomalate,EFSA CEF,2014,2496,Negative
Di-n-octyltin,EFSA CONTAM,2004,63,Negative
Diacetyl,EFSA CEF,2013,2419,No data
Diacetyl,EFSA FEEDAP,2016,2887,Not determined
Diallyl disulfide,EFSA FEEDAP,2013,2224,No data
Diallyl heptasulfide,EFSA CEF,2010,2007,Not determined
Diallyl heptasulfide,EFSA CEF,2010,2056,Not determined
Diallyl heptasulfide,EFSA CEF,2011,2082,Not determined
Diallyl heptasulfide,EFSA CEF,2012,2117,Not determined
Diallyl heptasulfide,EFSA CEF,2012,2141,Not determined
Diallyl hexasulfide,EFSA CEF,2010,2007,Not determined
Diallyl hexasulfide,EFSA CEF,2010,2056,Not determined
Diallyl hexasulfide,EFSA CEF,2011,2082,Not determined
Diallyl hexasulfide,EFSA CEF,2012,2117,Not determined
Diallyl hexasulfide,EFSA CEF,2012,2141,Not determined
Diallyl polysulfides,EFSA CEF,2011,2066,Not determined
Diallyl polysulfides,EFSA CEF,2011,2120,Not determined
Diallyl polysulfides,EFSA CEF,2014,2499,Not determined
Diallyl polysulfides,EFSA CEF,2018,3043,Not determined
Diallyl sulfide,EFSA CEF,2011,2120,Not determined
Diallyl sulfide,EFSA CEF,2014,2499,Not determined
Diallyl sulfide,EFSA CEF,2018,3043,Not determined
Diallyl sulfide,EFSA FEEDAP,2013,2224,No data
Diallyl trisulfide,EFSA CEF,2010,2042,Not determined
Diallyl trisulfide,EFSA CEF,2011,2066,Not determined
Diallyl trisulfide,EFSA CEF,2011,2120,Not determined
Diallyl trisulfide,EFSA CEF,2014,2499,Not determined
Diallyl trisulfide,EFSA CEF,2018,3043,Not determined
Diallyl trisulfide,EFSA FEEDAP,2013,2224,No data
Diammonium sulfide,EFSA CEF,2011,2079,Not determined
Dianthramid B,EFSA AFC,2008,2284,Not determined
Diazinon,EFSA,2006,1093,Negative
Diazinon formulation (Diazol 60EC),EFSA,2006,1093,No data
"Dibenzo[a,e]pyrene",EFSA CONTAM,2008,77,Positive
"Dibenzo[a,h]pyrene",EFSA CONTAM,2008,77,Positive
"Dibenzo[a,i]pyrene",EFSA CONTAM,2008,77,Positive
"Dibenzo[a,l]pyrene",EFSA CONTAM,2008,77,Positive
Dibenzyl ether,EFSA AFC,2008,2245,Negative
Dibenzyl ether,EFSA CEF,2011,2097,Negative
Dibromoneopentyl glycol,EFSA CONTAM,2012,605,Positive
Dibutyl disulfide,EFSA AFC,2009,2318,Not determined
Dibutyl disulfide,EFSA CEF,2010,2007,Not determined
Dibutyl disulfide,EFSA CEF,2010,2056,Not determined
Dibutyl disulfide,EFSA CEF,2011,2082,Not determined
Dibutyl disulfide,EFSA CEF,2012,2117,Not determined
Dibutyl disulfide,EFSA CEF,2012,2141,Not determined
Dibutyl malate,EFSA AFC,2005,2122,Negative
Dibutyl malate,EFSA AFC,2009,2306,Negative
Dibutyl malate,EFSA CEF,2011,2100,Not determined
Dibutyl malate,EFSA CEF,2012,2125,Not determined
Dibutyl succinate,EFSA AFC,2005,2122,Negative
Dibutyl succinate,EFSA AFC,2009,2306,Negative
Dibutyl succinate,EFSA CEF,2011,2100,Not determined
Dibutyl succinate,EFSA CEF,2012,2125,Not determined
Dibutyl sulfide,EFSA FEEDAP,2013,2224,No data
Dibutyl trisulfide,EFSA AFC,2009,2318,Not determined
Dibutyl trisulfide,EFSA CEF,2010,2007,Not determined
Dibutyl trisulfide,EFSA CEF,2010,2056,Not determined
Dibutyl trisulfide,EFSA CEF,2011,2082,Not determined
Dibutyl trisulfide,EFSA CEF,2012,2117,Not determined
Dibutyl trisulfide,EFSA CEF,2012,2141,Not determined
Dibutyltin,EFSA CONTAM,2004,63,Positive
Dicamba,EFSA,2011,1276,Negative
Dicamba formulation (Banvel 480 SL),EFSA,2011,1276,No data
Dicamba metabolite (5-OH dicamba),EFSA,2011,1276,Negative
Dichlobenil,EFSA,2010,1227,Negative
Dichlobenil formulation (Casoron G2),EFSA,2010,1227,No data
Dichlorprop-P,EFSA,2006,1063,Negative
Dichlorprop-P,EFSA,2012,1353,No data
Dichlorprop-P,EFSA,2018,3110,Negative
Dichlorprop-P-2-ethylhexyl,EFSA,2018,3110,Negative
Dichlorvos,EFSA,2006,1086,Ambiguous
Dichlorvos,EFSA PPR,2006,767,Ambiguous
Diclazuril,EFSA CONTAM,2008,97,Negative
Diclazuril,EFSA FEEDAP,2007,225,No data
Diclazuril,EFSA FEEDAP,2007,275,Negative
Diclazuril,EFSA FEEDAP,2008,217,Negative
Diclazuril,EFSA FEEDAP,2008,219,No data
Diclazuril,EFSA FEEDAP,2010,205,Negative
Diclazuril,EFSA FEEDAP,2010,214,Negative
Diclazuril,EFSA FEEDAP,2011,204,Negative
Diclazuril,EFSA FEEDAP,2013,2190,Negative
Diclazuril,EFSA FEEDAP,2014,2515,Not determined
Diclazuril,EFSA FEEDAP,2014,2516,No data
Diclazuril,EFSA FEEDAP,2014,2517,No data
Diclazuril,EFSA FEEDAP,2015,2602,No data
Diclazuril,EFSA FEEDAP,2018,3065,No data
Diclazuril,EFSA FEEDAP,2018,3066,No data
Diclazuril impurity and/or metabolite (R070016),EFSA FEEDAP,2007,225,Ambiguous
Diclazuril impurity and/or metabolite (R070016),EFSA FEEDAP,2008,217,Negative
Diclazuril impurity and/or metabolite (R070016),EFSA FEEDAP,2008,219,Negative
Diclofop,EFSA,2010,1236,No data
Diclofop,EFSA PPR,2012,775,No data
Diclofop-methyl,EFSA,2010,1236,Negative
Diclofop-methyl formulation,EFSA,2010,1236,No data
Dicloran,EFSA,2010,1225,Negative
Dicloran formulation (750 WG),EFSA,2010,1225,No data
Dicloran formulation (Sclerosan 50 WP),EFSA,2010,1225,No data
Dicofol,EFSA PPR,2012,775,No data
Dicopper chloride trihydroxide,EFSA,2008,1153,Ambiguous
Dicopper chloride trihydroxide,EFSA,2013,2364,No data
Dicopper chloride trihydroxide,EFSA,2018,3032,Negative
Dicopper chloride trihydroxide,EFSA FEEDAP,2011,182,No data
Dicopper chloride trihydroxide formulation (WP),EFSA,2018,3032,No data
Dicyandiamide,EFSA,2010,1258,No data
Dicyandiamide,EFSA AFC,2004,361,No data
Dicyclohexyl disulfide,EFSA AFC,2009,2318,Not determined
Dicyclohexyl disulfide,EFSA CEF,2010,2007,Not determined
Dicyclohexyl disulfide,EFSA CEF,2010,2042,No data
Dicyclohexyl disulfide,EFSA CEF,2010,2056,Not determined
Dicyclohexyl disulfide,EFSA CEF,2011,2082,Not determined
Dicyclohexyl disulfide,EFSA CEF,2011,2120,No data
Dicyclohexyl disulfide,EFSA CEF,2011,2121,No data
Dieldrin,EFSA CONTAM,2005,69,Negative
Dieldrin,EFSA PPR,2007,628,Negative
Diesters of stearyl tartrate (E 483),EFSA FAF,2020,3506,Not determined
Diethofencarb,EFSA,2010,1239,Negative
Diethofencarb formulation (Powmyl 25 WP),EFSA,2010,1239,No data
Diethoxymethane,EFSA AFC,2004,2023,Not determined
Diethoxymethane,EFSA AFC,2008,2246,Negative
Diethoxymethane,EFSA CEF,2011,2109,Negative
Diethyl (2RS)-2-[(dimethoxyphosphoryl)sulfanyl]butanedioate,EFSA,2009,1190,No data
Diethyl (2RS)-2-{[hydroxy(methoxy)phosphorothioyl]sulfanyl}butanedioate,EFSA,2009,1190,Negative
Diethyl adipate,EFSA AFC,2005,2122,Negative
Diethyl adipate,EFSA AFC,2009,2306,Negative
Diethyl adipate,EFSA CEF,2011,2100,Negative
Diethyl adipate,EFSA CEF,2012,2125,Negative
Diethyl citrate,EFSA AFC,2005,2122,Negative
Diethyl citrate,EFSA AFC,2009,2306,Negative
Diethyl citrate,EFSA CEF,2011,2100,Not determined
Diethyl citrate,EFSA CEF,2012,2125,Not determined
Diethyl disulfide,EFSA CEF,2010,2042,Not determined
Diethyl disulfide,EFSA CEF,2011,2121,Not determined
Diethyl disulfide,EFSA CEF,2014,2496,Negative
Diethyl fumarate,EFSA AFC,2005,2122,Negative
Diethyl fumarate,EFSA AFC,2009,2306,Negative
Diethyl fumarate,EFSA CEF,2011,2100,Not determined
Diethyl fumarate,EFSA CEF,2012,2125,Not determined
Diethyl maleate,EFSA AFC,2005,2122,Negative
Diethyl maleate,EFSA AFC,2009,2306,Negative
Diethyl maleate,EFSA CEF,2011,2100,Not determined
Diethyl maleate,EFSA CEF,2012,2125,Not determined
Diethyl malonate,EFSA FEEDAP,2012,616,No data
Diethyl nonanedioate,EFSA AFC,2005,2122,Negative
Diethyl nonanedioate,EFSA AFC,2009,2306,Negative
Diethyl nonanedioate,EFSA CEF,2011,2100,Not determined
Diethyl nonanedioate,EFSA CEF,2012,2125,Not determined
Diethyl oxalate,EFSA AFC,2005,2122,Negative
Diethyl oxalate,EFSA AFC,2009,2306,Negative
Diethyl oxalate,EFSA CEF,2011,2100,Not determined
Diethyl oxalate,EFSA CEF,2012,2125,Not determined
Diethyl pentanedioate,EFSA AFC,2005,2122,Negative
Diethyl pentanedioate,EFSA AFC,2009,2306,Negative
Diethyl pentanedioate,EFSA CEF,2011,2100,Not determined
Diethyl pentanedioate,EFSA CEF,2012,2125,Not determined
Diethyl succinate,EFSA FEEDAP,2012,616,No data
Diethyl trisulfide,EFSA CEF,2010,2042,Not determined
Diethyl trisulfide,EFSA CEF,2011,2121,Not determined
Difenacoum,EFSA,2009,1174,Negative
Difenoconazole,EFSA,2011,1277,Negative
Difenoconazole,EFSA,2021,3932,No data
Difenoconazole,EFSA PPR,2009,927,No data
Difenoconazole formulation (DIVIDEND 030FS),EFSA,2011,1277,No data
Difenoconazole formulation (SCORE 250EC),EFSA,2011,1277,No data
Difenoconazole-alcohol,EFSA,2011,1277,Negative
Difenoconazole-benzoic acid,EFSA,2011,1277,Negative
Difenoconazole-ketone,EFSA,2011,1277,Negative
Diflubenzuron,EFSA,2009,1189,Negative
Diflubenzuron,EFSA,2012,1343,Negative
Diflubenzuron formulation (Dimilin WG 80),EFSA,2009,1189,No data
Diflufenican,EFSA,2008,1115,Negative
Difurfuryl disulfide,EFSA CEF,2010,2054,Not determined
Difurfuryl disulfide,EFSA CEF,2015,2620,Not determined
Difurfuryl ether,EFSA CEF,2010,2052,Ambiguous
Difurfuryl ether,EFSA CEF,2011,2112,Ambiguous
Difurfuryl ether,EFSA CEF,2015,2653,Positive
Difurfuryl sulfide,EFSA CEF,2010,2054,Not determined
Difurfuryl sulfide,EFSA CEF,2015,2620,Negative
Digeranyl ether,EFSA CEF,2011,2072,Not determined
Digeranyl ether,EFSA CEF,2011,2115,Not determined
Digeranyl ether,EFSA CEF,2013,2181,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA AFC,2008,2238,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA CEF,2009,2009,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA CEF,2011,2083,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA CEF,2012,2119,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA CEF,2013,2378,Not determined
"Dihydro-2,4,6-triethyl-1,3,5(4H)-dithiazine",EFSA CEF,2015,2634,Ambiguous
Dihydrocapsiate,EFSA NDA,2012,580,Negative
Dihydrocarvyl acetate,EFSA FEEDAP,2016,2822,Not determined
Dihydrogalangal acetate,EFSA CEF,2011,2084,Not determined
Dihydroxychloroquinoxalin,EFSA,2009,1168,No data
Diisopropyl trisulphide,EFSA AFC,2009,2319,Not determined
Diisopropyl trisulphide,EFSA CEF,2011,2066,Not determined
Diisopropyl trisulphide,EFSA CEF,2011,2120,Not determined
Diisopropyl trisulphide,EFSA CEF,2014,2499,Not determined
Diisopropyl trisulphide,EFSA CEF,2018,3043,Not determined
Dilauroyl peroxide,EFSA NDA,2013,2416,Negative
Dimenthyl glutarate,EFSA AFC,2009,2301,Not determined
Dimenthyl glutarate,EFSA CEF,2010,2059,Not determined
Dimenthyl glutarate,EFSA CEF,2011,2113,Not determined
Dimenthyl glutarate,EFSA CEF,2012,2140,Not determined
Dimenthyl glutarate,EFSA CEF,2014,2563,Negative
Dimenthyl glutarate,EFSA CEF,2015,2693,Negative
Dimercaptomethane,EFSA CEF,2010,2042,Not determined
Dimercaptomethane,EFSA CEF,2011,2121,Not determined
Dimercaptomethane,EFSA CEF,2014,2496,Negative
Dimethachlor,EFSA,2008,1138,Negative
Dimethenamid,EFSA,2006,1064,Negative
Dimethenamid EC form. 900 g/L,EFSA,2006,1064,No data
Dimethenamid-ESA,EFSA,2018,3103,Negative
Dimethenamid-OXA,EFSA,2018,3103,Negative
Dimethenamid-P,EFSA,2018,3103,Negative
Dimethenamid-P,EFSA PPR,2012,775,No data
Dimethenamid-P formulation (BAS 656 12 H),EFSA,2018,3103,No data
Dimethenamid-P metabolite (M656H026),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH003),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH011),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH030),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH031),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH032),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH040),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH045),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH047),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH054),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH062),EFSA,2018,3103,Negative
Dimethenamid-P metabolite (M656PH081),EFSA,2018,3103,Negative
Dimethipin,EFSA PPR,2012,775,No data
Dimethoate,EFSA,2006,1092,Negative
Dimethoate,EFSA,2013,2363,Negative
Dimethoate,EFSA,2018,3123,Ambiguous
Dimethomorph,EFSA,2006,1090,Negative
Dimethomorph formulation (FORUM 150 DC CF 07460),EFSA,2006,1090,No data
Dimethoxymethane,EFSA AFC,2004,2023,Negative
Dimethoxymethane,EFSA AFC,2008,2246,Negative
Dimethoxymethane,EFSA CEF,2011,2109,Negative
Dimethyl carbonate,EFSA CEF,2017,2975,Negative
Dimethyl dicarbonate,EFSA ANS,2015,2718,Negative
Dimethyl disulfide,EFSA FEEDAP,2013,2224,No data
Dimethyl disulfide,EFSA PPR,2019,3376,Negative
Dimethyl ether,EFSA CEF,2015,2675,Negative
Dimethyl malonate,EFSA AFC,2005,2122,Negative
Dimethyl malonate,EFSA AFC,2009,2306,Negative
Dimethyl malonate,EFSA CEF,2011,2100,Not determined
Dimethyl malonate,EFSA CEF,2012,2125,Not determined
Dimethyl polysiloxane (E 900),EFSA FAF,2020,3586,Negative
Dimethyl sulfide,EFSA AFC,2009,2318,Not determined
Dimethyl sulfide,EFSA CEF,2010,2007,Not determined
Dimethyl sulfide,EFSA CEF,2010,2042,No data
Dimethyl sulfide,EFSA CEF,2010,2056,Not determined
Dimethyl sulfide,EFSA CEF,2011,2082,No data
Dimethyl sulfide,EFSA CEF,2011,2120,No data
Dimethyl sulfide,EFSA CEF,2011,2121,No data
Dimethyl sulfide,EFSA FEEDAP,2013,2224,No data
Dimethyl tetrasulfide,EFSA AFC,2009,2318,Not determined
Dimethyl tetrasulfide,EFSA CEF,2010,2007,Not determined
Dimethyl tetrasulfide,EFSA CEF,2010,2056,Not determined
Dimethyl tetrasulfide,EFSA CEF,2011,2082,Not determined
Dimethyl tetrasulfide,EFSA CEF,2012,2117,Not determined
Dimethyl tetrasulfide,EFSA CEF,2012,2141,Not determined
Dimethyl trisulfide,EFSA CEF,2011,2066,Not determined
Dimethyl trisulfide,EFSA CEF,2011,2120,Not determined
Dimethyl trisulfide,EFSA CEF,2014,2499,Not determined
Dimethyl trisulfide,EFSA CEF,2018,3043,Not determined
Dimethyl trisulfide,EFSA FEEDAP,2013,2224,No data
"Dimethyl-3,6-benzo-2(3H)-furanone",EFSA AFC,2008,2300,Negative
"Dimethyl-3,6-benzo-2(3H)-furanone",EFSA CEF,2009,2031,Negative
"Dimethyl-3,6-benzo-2(3H)-furanone",EFSA CEF,2011,2078,Negative
Dimoxystrobin,EFSA,2005,1060,Negative
Dimoxystrobin,EFSA PPR,2005,769,No data
Diniconazole-M,EFSA PPR,2009,927,No data
Diniconazole-M,EFSA PPR,2012,775,No data
Dinocap,EFSA,2014,2435,No data
Dinocap,EFSA PPR,2004,620,No data
Dinophysistoxin 1,EFSA CONTAM,2008,124,No data
"Dinophysistoxin 1, acylated derivatives",EFSA CONTAM,2008,124,No data
Dinophysistoxin 2,EFSA CONTAM,2008,124,No data
"Dinophysistoxin 2, acylated derivatives",EFSA CONTAM,2008,124,No data
Dioctadecyl disulphide,EFSA CEF,2011,453,Negative
Dioctyl adipate,EFSA CEF,2012,2125,Not determined
Dipentyl sulfide,EFSA AFC,2009,2318,Not determined
Dipentyl sulfide,EFSA CEF,2010,2007,Not determined
Dipentyl sulfide,EFSA CEF,2010,2056,Not determined
Dipentyl sulfide,EFSA CEF,2011,2082,Not determined
Dipentyl sulfide,EFSA CEF,2012,2117,Not determined
Dipentyl sulfide,EFSA CEF,2012,2141,Not determined
Diphenyl ether,EFSA AFC,2008,2245,Negative
Diphenyl ether,EFSA CEF,2011,2097,Negative
Diphenyl ether,EFSA FEEDAP,2012,155,Negative
Diphenylamine,EFSA,2009,1154,Negative
Diphenylamine,EFSA,2012,1302,Negative
Diphenylamine formulation (NoScald DPA 31 EC (ATO BAFBC03)),EFSA,2009,1154,No data
Diphenylamine formulation (NoScald DPA 31 EC (ATO BAFBC03)),EFSA,2012,1302,No data
Diphenylmethane,EFSA AFC,2008,2299,Not determined
Diphenylmethane,EFSA CEF,2010,2039,Not determined
Diphenylmethane,EFSA CEF,2011,2102,Not determined
Dipotassium tartrate (E 336(ii)),EFSA FAF,2020,3504,Negative
Dipropyl disulfide,EFSA CEF,2010,2042,No data
Dipropyl disulfide,EFSA FEEDAP,2013,2224,No data
Dipropyl trisulfide,EFSA AFC,2009,2319,No data
Dipropyl trisulfide,EFSA CEF,2011,2066,Not determined
Dipropyl trisulfide,EFSA CEF,2011,2120,Not determined
Dipropyl trisulfide,EFSA CEF,2014,2499,Not determined
Dipropyl trisulfide,EFSA CEF,2018,3043,Not determined
Diquat,EFSA,2015,2714,No data
Diquat,EFSA,2018,3102,Negative
Diquat dibromide,EFSA,2015,2714,Negative
Diquat formulation (Diquat 20% SL),EFSA,2015,2714,No data
Disodium 5'-guanylate,EFSA FEEDAP,2014,2459,Ambiguous
Disodium 5'-inosinate,EFSA FEEDAP,2014,2459,Ambiguous
Disodium 5'-inosinate produced by Corynebacterium stationis KCCM 80161,EFSA FEEDAP,2020,3617,No data
Disodium 5'-ribonucleotides,EFSA FEEDAP,2014,2459,Ambiguous
"Disodium EDTA, tannin-rich extract of Castanea sativa, thyme and oregano oil preparation",EFSA FEEDAP,2016,2813,No data
Disodium phosphonate,EFSA,2013,2362,Negative
Disodium phosphonate formulation (Mildicut),EFSA,2013,2362,No data
Disodium pyrophosphate,EFSA CEF,2013,2331,No data
Disulfoton,EFSA PPR,2012,775,No data
Dithianon,EFSA,2010,1266,Not determined
Dithianon,EFSA,2015,2705,No data
Diuron,EFSA,2005,2763,Negative
Docosahexaenoic acid,EFSA NDA,2016,2808,No data
Dodec-1-ene,EFSA AFC,2008,2299,Not determined
Dodec-1-ene,EFSA CEF,2010,2039,Not determined
Dodec-1-ene,EFSA CEF,2011,2102,Not determined
Dodec-2(trans)-enal,EFSA CEF,2014,2498,Ambiguous
Dodec-2(trans)-enal,EFSA CEF,2018,3155,Negative
Dodec-2(trans)-enal,EFSA FAF,2019,3267,Negative
"Dodec-2-eno-1,5-lactone",EFSA CEF,2011,2104,Not determined
"Dodeca-(3Z,6Z)-dienal",EFSA AFC,2008,2240,Negative
"Dodeca-(3Z,6Z)-dienal",EFSA CEF,2011,2068,Negative
"Dodeca-(3Z,6Z)-dienal",EFSA CEF,2011,2114,Negative
"Dodeca-(3Z,6Z)-dienal",EFSA CEF,2013,2180,Negative
"Dodeca-2,4-dienal",EFSA CEF,2009,2290,Ambiguous
"Dodeca-2,4-dienal",EFSA CEF,2014,2484,Ambiguous
"Dodeca-2,4-dienal",EFSA CEF,2018,3045,Negative
"Dodeca-2,4-dienal",EFSA FAF,2019,3258,Negative
"Dodeca-2,6-dienal",EFSA CEF,2014,2498,Ambiguous
"Dodeca-2,6-dienal",EFSA CEF,2018,3155,Negative
"Dodeca-2,6-dienal",EFSA FAF,2019,3258,Negative
Dodecan-2-ol,EFSA AFC,2005,2060,Negative
Dodecan-2-ol,EFSA AFC,2008,2255,Negative
Dodecan-2-ol,EFSA CEF,2009,2006,Negative
Dodecan-2-ol,EFSA CEF,2010,2069,Negative
